2012/06/17,2263
2012/06/18,5185
2012/06/19,5192
2012/06/20,5284
2012/06/21,6357
2012/06/22,5426
2012/06/23,3320
2012/06/24,2615
2012/06/25,5320
2012/06/26,5021
2012/06/27,4897
2012/06/28,5199
2012/06/29,5076
2012/06/30,3708
2012/07/01,3038
2012/07/02,5882
2012/07/03,5280
2012/07/04,2572
2012/07/05,5645
2012/07/06,5163
2012/07/07,3502
2012/07/08,2949
2012/07/09,5559
2012/07/10,5405
2012/07/11,5251
2012/07/12,4988
2012/07/13,4598
2012/07/14,2654
2012/07/15,2300
2012/07/16,5137
2012/07/17,5251
2012/07/18,5528
2012/07/19,5216
2012/07/20,4114
2012/07/21,2500
2012/07/22,2201
2012/07/23,4643
2012/07/24,5125
2012/07/25,4794
2012/07/26,5105
2012/07/27,4820
2012/07/28,2657
2012/07/29,2332
2012/07/30,5101
2012/07/31,4911
2012/08/01,4755
2012/08/02,4948
2012/08/03,4613
2012/08/04,2515
2012/08/05,2346
2012/08/06,5289
2012/08/07,5230
2012/08/08,4996
2012/08/09,4567
2012/08/10,4610
2012/08/11,2416
2012/08/12,2225
2012/08/13,5211
2012/08/14,5138
2012/08/15,5485
2012/08/16,4885
2012/08/17,4479
2012/08/18,2589
2012/08/19,2295
2012/08/20,4818
2012/08/21,5053
2012/08/22,4630
2012/08/23,4439
2012/08/24,4372
2012/08/25,2683
2012/08/26,2181
2012/08/27,4600
2012/08/28,4591
2012/08/29,4822
2012/08/30,4662
2012/08/31,3630
2012/09/01,2346
2012/09/02,2020
2012/09/03,2290
2012/09/04,4728
2012/09/05,4689
2012/09/06,4912
2012/09/07,4304
2012/09/08,3328
2012/09/09,2353
2012/09/10,5496
2012/09/11,5090
2012/09/12,4767
2012/09/13,4748
2012/09/14,4189
2012/09/15,2599
2012/09/16,2204
2012/09/17,4578
2012/09/18,5367
2012/09/19,5193
2012/09/20,4585
2012/09/21,4569
2012/09/22,2567
2012/09/23,2168
2012/09/24,4756
2012/09/25,4939
2012/09/26,4306
2012/09/27,4866
2012/09/28,4916
2012/09/29,2473
2012/09/30,2188
2012/10/01,4514
2012/10/02,4576
2012/10/03,4944
2012/10/04,4807
2012/10/05,4309
2012/10/06,2449
2012/10/07,2077
2012/10/08,3736
2012/10/09,5112
2012/10/10,4928
2012/10/11,5565
2012/10/12,5805
2012/10/13,3981
2012/10/14,2344
2012/10/15,5227
2012/10/16,5181
2012/10/17,5382
2012/10/18,4714
2012/10/19,3950
2012/10/20,2606
2012/10/21,2238
2012/10/22,4784
2012/10/23,4814
2012/10/24,4838
2012/10/25,4502
2012/10/26,4327
2012/10/27,2737
2012/10/28,1488
2012/10/29,5964
2012/10/30,6042
2012/10/31,6885
2012/11/01,5937
2012/11/02,6921
2012/11/03,4833
2012/11/04,3806
2012/11/05,6876
2012/11/06,6354
2012/11/07,8201
2012/11/08,9083
2012/11/09,5996
2012/11/10,3611
2012/11/11,2773
2012/11/12,4288
2012/11/13,5638
2012/11/14,5833
2012/11/15,5894
2012/11/16,5303
2012/11/17,3314
2012/11/18,3201
2012/11/19,6276
2012/11/20,5513
2012/11/21,4093
2012/11/22,2015
2012/11/23,3375
2012/11/24,3570
2012/11/25,3513
2012/11/26,6124
2012/11/27,6149
2012/11/28,5931
2012/11/29,5852
2012/11/30,4942
2012/12/01,3938
2012/12/02,2443
2012/12/03,5233
2012/12/04,5062
2012/12/05,5455
2012/12/06,5771
2012/12/07,5023
2012/12/08,2823
2012/12/09,2609
2012/12/10,5167
2012/12/11,5167
2012/12/12,5421
2012/12/13,5229
2012/12/14,4602
2012/12/15,3041
2012/12/16,2620
2012/12/17,5292
2012/12/18,4971
2012/12/19,5305
2012/12/20,4881
2012/12/21,5358
2012/12/22,3783
2012/12/23,2686
2012/12/24,3193
2012/12/25,1809
2012/12/26,5820
2012/12/27,6931
2012/12/28,5302
2012/12/29,3324
2012/12/30,3466
2012/12/31,4319
2013/01/01,2739
2013/01/02,6605
2013/01/03,6198
2013/01/04,5450
2013/01/05,3459
2013/01/06,2720
2013/01/07,5481
2013/01/08,5723
2013/01/09,5324
2013/01/10,5215
2013/01/11,4641
2013/01/12,2701
2013/01/13,2388
2013/01/14,4871
2013/01/15,5320
2013/01/16,5067
2013/01/17,4604
2013/01/18,5385
2013/01/19,3156
2013/01/20,1907
2013/01/21,4553
2013/01/22,7606
2013/01/23,7810
2013/01/24,11245
2013/01/25,7583
2013/01/26,4913
2013/01/27,4009
2013/01/28,6354
2013/01/29,5777
2013/01/30,5546
2013/01/31,6521
2013/02/01,6226
2013/02/02,3952
2013/02/03,3188
2013/02/04,6011
2013/02/05,5968
2013/02/06,5561
2013/02/07,5558
2013/02/08,4810
2013/02/09,3107
2013/02/10,3443
2013/02/11,5801
2013/02/12,5507
2013/02/13,5461
2013/02/14,5018
2013/02/15,4610
2013/02/16,2868
2013/02/17,3051
2013/02/18,4883
2013/02/19,5737
2013/02/20,5360
2013/02/21,6657
2013/02/22,5300
2013/02/23,2899
2013/02/24,2729
2013/02/25,5525
2013/02/26,5246
2013/02/27,6117
2013/02/28,4985
2013/03/01,4449
2013/03/02,2929
2013/03/03,2720
2013/03/04,5384
2013/03/05,5506
2013/03/06,5897
2013/03/07,5386
2013/03/08,4370
2013/03/09,2831
2013/03/10,2439
2013/03/11,5455
2013/03/12,5445
2013/03/13,5167
2013/03/14,5565
2013/03/15,4710
2013/03/16,2923
2013/03/17,2650
2013/03/18,5712
